title,price,type,comment_num,shop,label,img_link,detail_link
华为 Pura 70 Pro 羽砂黑 12GB+256GB 新一代影像系统 100W超级快充 昆仑玻璃 120Hz刷新率 智能手机,¥5399.00,,10+评价,讯天国际手机专营店,"以旧换新, ,晚发赔, ,领券3799-10, ,赠",http://imgservice.suning.cn/uimg1/b2c/image/hiFF1XuClXSywoeW62Rycg.jpg_200w_200h_4e_374w_374h_4e_400w_400h_4e,https://th.suning.com/calCpcClicks?adtype=1&tid=107692504610000000620241016&cmdCode=12431346715&companyCode=70073500&s=&k=kom%2b%2bhgMfvaHQgdXNQDt2dsjMYdGSiDjR2UHOnEWoTJ%2b5HH886Ac4LEWvjp3b%2bVTWcvunokfEUZP%2f4gX%2blDPlrEaG6tlKFLB6IXbGbreqMFO3e4bhqtrCtTk1ZaJJV8OqkCeST1wUARzWg6Mm73B%2bxaUkEQgsSXbtd00eab2hBUxg7YUZduVzIQwG2GyYHVTnqIJmyRdY%2btUrr%2b6rKzceGiFspnAkQZ7BLUBr%2f4m7yumG%2boUJhZBWmgA0t0P9QjQvlrhgaZegjS0hz1tvai1TlDH1xC437Yvs18H0ipGvBbIVV%2fzwmjgreLWjvWiHsRP5HXklPF36MrlgTh8wth44BMG3JA1hHZsUKSPYBhEzMiGrMuRNCYUQD1zFnlXlWVhrDIdwiwrE5QUAWesw%2bKZp3HwOfh%2fXFHwG0dDCAToEwmJfVko2RSLNHruohoehXrrKRLnhWk7N1wrR46rSyTfq6l7WrohGkd3zztu0p7En%2fbl6aoKPO4XAEWCCE0fD51eZB9hjdLeLNj7IOGljRml57ZrJ7qn4sX3pS82r1flT24VflAtEguywrKrmv5P2GKc%2fqqxd2k1UDUGCIIFY2dVBw%3d%3d&clickUrl=http%3a%2f%2fproduct.suning.com%2f0070073500%2f12431346715.html&click_id=H2YaVN20BrumB5PK1000000000AJbKo0Xj4UcuNg8
华为/HUAWEI nova 11 SE前后双高清摄像手机 一亿像素光影人像 256GB 雪域白 华为鸿蒙智能手机前后双高清摄像手机 一亿像素光影人像,¥1529.00, 256GB |6.67英寸,500+评价,苏宁自营,以旧换新,http://imgservice5.suning.cn/uimg1/b2c/image/avfXCfsmtEc60LE1-itqow.jpg_400w_400h_4e,http://product.suning.com/0000000000/12424669196.html
小米Redmi Note12 8GB+256GB 镜瓷白 骁龙4 Gen1 5G 120Hz高刷屏 4800W像素 33W快充手机骁龙处理器 | 高清影像| 小金刚品质 OLED高刷屏,¥859.00, 8GB |256GB |6.67英寸,90+评价,讯天国际手机专营店,"以旧换新, ,晚发赔, ,领券299-2, ,赠",http://imgservice4.suning.cn/uimg1/b2c/image/wCOtTUsiNhaeA3f7c-2xlw.jpg_400w_400h_4e,http://product.suning.com/0070073500/12427338566.html
OPPO A1s 暮山紫 12GB+512GB 超大内存 超大运存 5000mAh四年耐用大电池5G 长续航 抗摔 手机金刚石抗摔结构 | 5000mAh超大电池 | 300％超大音量,¥1399.00, 12GB |256GB |6.72英寸,100+评价,苏宁自营,以旧换新,http://imgservice5.suning.cn/uimg1/b2c/image/_jDGXMgbQ_MaWKCznboROQ.jpg_400w_400h_4e,http://product.suning.com/0000000000/12431298596.html
华为 Pura 70 Ultra 星芒黑 16GB+512GB 超聚光伸缩摄像头影像系统 100W超级快充 昆仑玻璃 120Hz刷新率 智能手机,¥8139.00,,10+评价,讯天国际手机专营店,"以旧换新, ,晚发赔, ,领券7899-16, ,赠",http://imgservice.suning.cn/uimg1/b2c/image/Z5rr5lEnfIj0idBGFOyCNw.jpg_200w_200h_4e_374w_374h_4e_400w_400h_4e,https://th.suning.com/calCpcClicks?adtype=1&tid=107692506410000000620241016&cmdCode=12431344999&companyCode=70073500&s=&k=kom%2b%2bhgMfvaHQgdXNQDt2dsjMYdGSiDjR2UHOnEWoTJkVO6PpC%2bUXzS3%2bSmyOmHFlFpJyBuPOB2AdDquXsIsleO1JE4kHI6f%2bUceB35jJIgAMseecSsFbwzRJxcX3NRCQZVdkFmApxz7RbxjsJsTeZQ1otyj20vc%2bfYch5rIsES15b096DJn0poNPLu%2bTJe64%2bd%2bAP35EsYm9%2brwDg%2bDkudhoOsktjUIBu73et1sCNm0DcDOH25Et3nr8cFzRZSsN6ThaDahKHHhi11LAd68x9q9oAHkTkd9mtsb%2fK%2bGpzB%2bPHucimglB0xclZO1Ou9li15Gizx4W%2fnMha2vUkP%2fK7pwrrrP7k7KKzfmi2i7nRPn7bZ4crw91SWi7h3cHY8i8phNKHoqgvScYr9AkNzqeH1FJnTRXOlACGmcqfct%2buXqkkDIVzGorXdRcWWQeV%2fexRH%2fnU8XYS%2bJ6xt3JFK6ohA8Enmdiutj%2f0HpDi96PBz0xfIIWpNEp00OWcRLsfAU7TwsuVQQwKR9AI40dsnuaiXEItaDyHet5Kb3dCsJGv8SERRJMkFtTwnhH054wvRNVzKWQ63rR1bYRKi8%2b70%2bslF1ZLPfiLICujE%2fNu%2f%2fLSk%3d&clickUrl=http%3a%2f%2fproduct.suning.com%2f0070073500%2f12431344999.html&click_id=H2YaVN20BrumBdYL1000000000CeXP4Qik2deuNg8
[原封]华为Mate60 Pro 12GB+512GB 雅丹黑 88W快充 全焦段超清影像 鸿蒙OS 120Hz昆仑玻璃屏 支持卫星通话 全网通手机限购一个 相似同市地址不发， 不支持保价 价格随时变动 涨跌不补请理解！,¥5699.00, 12GB |512GB |6.82英寸,100+评价,讯天国际手机专营店,"以旧换新, ,晚发赔, ,领券3799-10, ,赠",http://imgservice5.suning.cn/uimg1/b2c/image/yjJbkLm6M1BTwMbnLNMhxQ.jpg_400w_400h_4e,http://product.suning.com/0070073500/12418658664.html
小米(mi)MIX Fold 4 16GB+512GB 白色 小米龙骨转轴2.0 徕卡光学全焦段四摄 5G全网通 AI折叠手机 小米汽车互联超轻薄四曲面机身|小米龙骨转轴2.0|全碳纤维支撑架构|徕卡光学全明星四摄|第三代骁龙8,¥9999.00, 16GB |512GB |7.98英寸,0评价,聚三友手机数码专营店,以旧换新,http://imgservice1.suning.cn/uimg1/b2c/image/CosDFwSms0eXlE0HE9pJ2A.png_400w_400h_4e,http://product.suning.com/0071593536/12435374162.html
华为畅享70 Pro 曜金黑 128GB 1亿像素超清影像 全网4G 5000mAh大电池 6.7英寸护眼大屏 40W超极快充 鸿蒙智能 全网通4g手机老人机学生机在售商品均为全新未激活 请放心购买！,¥1239.00, 8GB |128GB |6.7英寸,100+评价,讯天国际手机专营店,"以旧换新, ,晚发赔, ,领券299-2, ,赠",http://imgservice4.suning.cn/uimg1/b2c/image/QNgs1QxfNrrxnL8aCCR1ew.jpg_400w_400h_4e,http://product.suning.com/0070073500/12426973840.html
华为nova12 Pro 樱语白 256GB 双向北斗卫星消息 100W快充 120Hz刷新率 前置6000万超广角拍照 华为手机,¥3279.00,,100+评价,讯天国际手机专营店,"以旧换新, ,晚发赔, ,领券1699-6, ,赠",http://imgservice.suning.cn/uimg1/b2c/image/nL1sYC1_wd0dZ_6tymsUPg.jpg_200w_200h_4e_374w_374h_4e_400w_400h_4e,https://th.suning.com/calCpcClicks?adtype=1&tid=107692514110000000620241016&cmdCode=12426085828&companyCode=70073500&s=&k=kom%2b%2bhgMfvaHQgdXNQDt2dsjMYdGSiDjR2UHOnEWoTKG%2bmpASWPrTL3cTWb4%2bb1MjkVwbaTYdafZ%2fW5nz6zywmngGOCDFgvesRustJDpCSlKPzBGvZ7PMKm8YzPojqaf2mf82EVTUMWQgLEV4wZdkh8FbzytcjzsLtfM7TnQ7t41%2byaINSNHTH2DlTi%2f8XIcgy0ij5hiN6bpp%2fx%2blLlH0nqrabGEd7CUDlHscR7c90Q2lLKOC1w8fWzT%2fTo97kgwMSEznEf5fe4RZCG%2fBIf496BMpz5Fv0eoNlyFfB7%2bobllFzjJoxqeWL38HIbxNFGh0LRDFAaJkRn%2f%2b%2baxZAo7axSmVWYsOoDDXSbSjj0LlGl8Xomz93pg4%2fH9R0WROYdlTY9iu9xlHVG7cHsqv7aVOiXuJdfajYmCaK1Rlg9NoMxk1jZTlWusyGxvvWpzL96X3lUJa48CCwsuYOxliAmPw29TmpKmnaoVzGwgW59sxsd3I%2fVP8iEgnRMQtBHRnbQV%2fD75SXxxI%2bKeRutvC%2bwqP4EcDirmzXGTyNawT0qbD0d14dAvNejJYqOQqCLCZIrYDnzzbRtySx0UO4gIiF0DyQ%3d%3d&clickUrl=http%3a%2f%2fproduct.suning.com%2f0070073500%2f12426085828.html&click_id=H2YaVO20BrumBHv51000000000OstWLRmpqnnuNg8
vivo S19 12GB+512GB 桃花扇 全网通5G新品手机第三代骁龙7旗舰芯片前后双柔光环拍摄6000mAh80W快充拍照游戏学生智能手机第三代骁龙7芯片；6000mAh超薄长续航；百万跑分旗舰芯片,¥2849.00, 12GB |512GB |6.78英寸,7500+评价,苏宁自营,"大聚惠, ,以旧换新, ,6期免息, ,领券1880-100",http://imgservice5.suning.cn/uimg1/b2c/image/cUrYB6E74M5RUyzIwJltiA.png_400w_400h_4e,http://product.suning.com/0000000000/12432767105.html
[原封]华为Mate60 Pro 12GB+512GB 雅川青 88W快充 全焦段超清影像 鸿蒙OS 120Hz昆仑玻璃屏 支持卫星通话 全网通手机限购一个 相似同市地址不发， 不支持保价 价格随时变动 涨跌不补请理解！,¥5779.00, 12GB |512GB |6.82英寸,100+评价,讯天国际手机专营店,"以旧换新, ,晚发赔, ,领券3799-10, ,赠",http://imgservice4.suning.cn/uimg1/b2c/image/xKt1k1nkFM6D1SMrwdixpQ.jpg_400w_400h_4e,http://product.suning.com/0070073500/12418659998.html
荣耀90 GT 16GB+256GB 星曜黑 第二代骁龙8旗舰芯 超凡帧画引擎 荣耀绿洲护眼屏 5000mAh轻薄长续航 OIS 5G直屏 5G智能手机第二代骁龙8旗舰芯 超凡帧画引擎 荣耀绿洲护眼屏 5000mAh轻薄长续航,¥2409.00, 16GB |256GB |6.7英寸,60+评价,苏选自营,"苏宁服务, ,大聚惠, ,以旧换新",http://imgservice3.suning.cn/uimg1/b2c/image/efjWrvLXUZqIY-8x0GbAuw.png_400w_400h_4e,http://product.suning.com/0010328208/12425848866.html
[原封]小米Redmi K70E 墨羽 12GB+256GB 天玑8300-Ultra 5G芯 小米澎湃OS 90W有线快充 二代1.5K直屏 5G智能手机 K70,¥1715.00,,60+评价,讯天国际手机专营店,"以旧换新, ,晚发赔, ,领券1699-6, ,赠",http://imgservice.suning.cn/uimg1/b2c/image/cqzOKdYcVVcStcHIh1FATw.jpg_200w_200h_4e_374w_374h_4e_400w_400h_4e,https://th.suning.com/calCpcClicks?adtype=1&tid=107665881510000000620241016&cmdCode=12424231409&companyCode=70073500&s=&k=kom%2b%2bhgMfvaHQgdXNQDt2dsjMYdGSiDjR2UHOnEWoTKFxaZK9uOUOQBOanwTF7bl98GZ1gP2zJomGb92rT7EubwemSbsxIwUiWgoUuX9VFJrlnQ%2fyV%2bP1k9M19C1zSHeeGW7hlRjfedSvAdio8AuPAN1JUojp%2f5N2pmsJ3ffZwBf%2bTVfPnmI7w6TQrax47h9aVvgwDBeHoTdsPR8qgYgNHUYRUZ%2f3VV%2bpZD2oy2N91nrwnAvkhfOBDaJP6tUm7gTFbX8wIOO9oEh%2f%2fjhoZuZ5buTLyKkdWO0%2fGRJl1gcClw3gi5Uy6gC8N%2biUoZoq340sq8zMwU7BouOfdYO%2fNqKJO5zhnodWfx0c%2bRIh%2bJN4VGeXwdqJXI9KEZWJrOeniw8bL2YI5%2bvP%2b89cKQEhJsZm24VJkSom7aa7SxAvPdlNvKDh9REFjQMBpax17ukAO8YlDLyfDOa%2bH2mx8nzbKouhkr%2fE4TgZKzQxAoR4IQP6kJXTYtgOXs%2bp%2bAzAeAN2gEB7VGgAcXyhlh%2ftaVHpFrdQtYzdwgSk82MAXqH2KUl35YaOSVGto4Z8rfta15MRc3RDBdZnte9Do8lhq5wyMS5o9NWrzYWU70utAfaelPDnrE97jL2ei8JVCzmB3qXlGpF&clickUrl=http%3a%2f%2fproduct.suning.com%2f0070073500%2f12424231409.html&click_id=H2YaVO20BrumBrQ91000000000KmxVhZaHMrzeFg8
小米 Redmi Note 14 Pro+ 子夜黑 12GB+512GB手机红米note手机小米手机小米自营旗舰店新品小米note14pro+IP68 防尘防水 旗舰三摄五焦段相机 6200mAh小米金沙江电池,¥2099.00, 12GB |512GB |6.67英寸,20+评价,苏宁自营,"超级新品, ,以旧换新, ,6期免息, ,返券",http://imgservice1.suning.cn/uimg1/b2c/image/WmUVJ2TK6dTc3jQgKT283w.png_400w_400h_4e,http://product.suning.com/0000000000/12436264398.html
荣耀畅玩50 6GB+128GB 幻夜黑 超大内存 高能大电池 高清高亮屏幕 防跌耐摔 影音通话大音量 5G手机超大内存 高能大电池 高清高亮屏幕,¥779.00, 6GB |128GB |6.56英寸,100+评价,苏宁自营,以旧换新,http://imgservice4.suning.cn/uimg1/b2c/image/cApwXlNp0UJ3WzFlQQhTRg.png_400w_400h_4e,http://product.suning.com/0000000000/12431570086.html
[全国联保]OPPO A96 8GB+128GB 琉璃幻彩 骁龙695芯片 全网5G 双卡 拍照美颜手机高通骁龙695处理器，双子星环呼吸灯，OLED超清护眼屏,¥925.00, 8GB |128GB |6.43英寸,70+评价,讯天国际手机专营店,"以旧换新, ,晚发赔, ,领券299-2, ,赠, ",http://imgservice2.suning.cn/uimg1/b2c/image/vlLO2TZ58vwukT6KnSXQiQ.jpg_400w_400h_4e,http://product.suning.com/0070073500/12358170178.html
[翻盖接听 亲情号码] 康佳 (KONKA)UK9 移动双屏 翻盖老人手机 大字 大声音 大按键 待机时间长 男女老年机学生备用功能机,¥109.00,,200+评价,欣海云商专营店,"以旧换新, ,晚发赔, ,领券50-3",http://imgservice.suning.cn/uimg1/b2c/image/gfpznh6dC7maTwsX9dbjXA.jpg_200w_200h_4e_374w_374h_4e_400w_400h_4e,https://th.suning.com/calCpcClicks?adtype=1&tid=107684557910000000620241016&cmdCode=12231301710&companyCode=70083734&s=&k=kom%2b%2bhgMfvaHQgdXNQDt2dsjMYdGSiDjR2UHOnEWoTK5g2pDyyc6dWZEy7sDhQ8Pu9qQTcfNNt%2fuhF7m3En%2bl79LTFok9YF4kwiaQVRMEbSSjIuh1h6LeFP%2fnHPgfo7WSteH%2fuW1A9A1ZBEWcMOisolDLguGaeNqnUaXcHRxozIKXV3Nf5TRb3e23e4ZIoyh0hhasEA8Shz9TQ7l4Vw9dDmWqmV2vITi8iy6%2fzMDelA98u2%2fCqdsKnwNlogf2r7wr0WYO3fPWi6puRT3qxYoliP2xuKhyzT9VynihspS%2bc4KJlqkajIyYRdz1nCZndbzsW9g9wcjTbLzzqAF3fdxU4iT5nD79iKHpsm9HiBdqBs0bmpIwKU0Ov6pPyOGE%2bJ14ny81T5ygjWH3y9Crwqm%2fJl0P31w26R%2bNCYsUuR6KddR01ynP1ZFKUFv8H2eyH5qHXt%2bxu7XsmadmZiu%2fiO7lAden5GOMoJxdTdqnR1XLKMUFu2kAoWU0VrRxoFm5YNfh3EZiXZxmh2tbIAgkw41jxRf5YvBCGPkohVzG8OXQU27dhRugkEN1%2fYXnCxVR0apkE%2bIgau2rvw%2fG%2bYa9jF7%2bUUhJsTi7jZrKvVz8%2bv6mUM9FJnYu1EQAU7ip%2bxWWz%2bg&clickUrl=http%3a%2f%2fproduct.suning.com%2f0070083734%2f12231301710.html&click_id=H2YaVO20BrumBVE71000000000aKRAKXPQIEuRLg8
[原封]小米Redmi 9A 全网通 4GB+64GB 砂石黑 5000mAh大电池 全网4G手机 小米红米9a手机5000mAh 1300万AI相机 八核处理器 人脸解锁,¥459.00, 4GB |64GB |6.53英寸,200+评价,讯天国际手机专营店,"以旧换新, ,晚发赔, ,领券299-2, ,赠, ",http://imgservice2.suning.cn/uimg1/b2c/image/U8tI9AoYHwD5c5tLIfcWAA.jpg_400w_400h_4e,http://product.suning.com/0070073500/12105944322.html
[原封]华为Mate60 12GB+256GB 雅丹黑 66W快充 全焦段超清影像 鸿蒙OS 120Hz昆仑玻璃屏 支持卫星消息 全网通手机限购一个 相似同市地址不发， 不支持保价 价格随时变动 涨跌不补请理解！,¥4659.00, 12GB |256GB |6.69英寸,100+评价,讯天国际手机专营店,"以旧换新, ,晚发赔, ,领券3799-10, ,赠",http://imgservice2.suning.cn/uimg1/b2c/image/4DdM0-yCv-EKC3fWzpq_yQ.jpg_400w_400h_4e,http://product.suning.com/0070073500/12419477031.html
OPPO K12x 8GB+128GB 钛空灰 80W超级闪充 5500mAh超大电池 四年久用流畅 5G直屏智能手机120Hz护眼直屏 | 80W超级闪充 | 5500mAh超大电池,¥1099.00, 8GB |128GB |6.67英寸,200+评价,苏宁自营,以旧换新,http://imgservice3.suning.cn/uimg1/b2c/image/c1gfatfDjw6CSsX7yUW4hw.jpg_400w_400h_4e,http://product.suning.com/0000000000/12434477254.html
[全新]Hi nova12 SE 曜金黑 8GB+256GB 5G手机 骁龙695 5G芯片 66W超级快充 一亿影像 智能手机 hinova12se,¥1665.00,,1评价,讯天国际手机专营店,"以旧换新, ,晚发赔, ,领券299-2, ,赠",http://imgservice.suning.cn/uimg1/b2c/image/mMdDoHqRnP5bZHzgVPYS1Q.jpg_200w_200h_4e_374w_374h_4e_400w_400h_4e,https://th.suning.com/calCpcClicks?adtype=1&tid=107692514910000000620241016&cmdCode=12432973727&companyCode=70073500&s=&k=kom%2b%2bhgMfvaHQgdXNQDt2dsjMYdGSiDjR2UHOnEWoTI14WsqnUxCRUFjBny8GwwcqDixV3UPR7KrQbF4zeUMmkF%2bXZi3Y%2bYil%2bhJkSGUajtQiBP8McxonbDbQ%2fh52i9lYrw4vidEmxLX3g7h3oc%2bzDH6VcfJ%2fohBmsH6h1bp3GlkSlIafplJUPtnxuAIFy5oXBmefO15Yn%2bawankluSVbF%2bCcNI8bl0YP5Dn%2fmcv7HqLDiNbPMyZByJQILIB%2be6MGtNL7yPUtGu0dQgCRF3wIx%2fp1fxVJRyEikHqWhZKCIVj76dYsp1Mlub%2fBkF4bJzdvREFEXo4ocv7wzHhnqVRsYU8%2bQuuAWFgbJ3L3UdInwegigICbDzfV73iYDslDQ5ARK91H3CDjnRpkooa8EMsHnGuxwlsmzODXHDEuLCqbxWw3cwgawn4DSbvRZ1ACBt7yTdckJNo3Oi2MTxqu71KuLQNlri9T2pIzoMkOooXUw%2fPmo25dPP40ljn5vcfnotHLjpMg%2bpiTX0TGD%2bimVawPLMBTOjmWsWmBJRcDs9hbt%2bbvudKTd%2b9G%2fuh1RdFtTuDSgXljyvFnQFiIWm%2bmccKEgd%2boln%2bCkihq90YrbOPGNQ%3d&clickUrl=http%3a%2f%2fproduct.suning.com%2f0070073500%2f12432973727.html&click_id=H2YaVO20BrumB3K71000000000ITe084JqwkouNg8
OPPO K12x 8GB+256GB 凝光绿 80W超级闪充 5500mAh超大电池 四年久用流畅 5G直屏智能手机120Hz护眼直屏 | 80W超级闪充 | 5500mAh超大电池,¥1199.00, 8GB |256GB |6.67英寸,200+评价,苏宁自营,以旧换新,http://imgservice5.suning.cn/uimg1/b2c/image/hk3zyDWUyJVceCyWu70NbQ.jpg_400w_400h_4e,http://product.suning.com/0000000000/12432423544.html
[全新]小米Redmi Turbo3 冰钛 16GB+512GB 第三代骁龙8s 小米澎湃OS 红米 Turbo 3 5G手机在售商品均为全新未激活 请放心购买！,¥2249.00, 16GB |512GB |6.67英寸,10+评价,讯天国际手机专营店,"以旧换新, ,晚发赔, ,领券1699-6, ,赠",http://imgservice1.suning.cn/uimg1/b2c/image/ha90GGGgHc7aCly3PuPiyA.jpg_400w_400h_4e,http://product.suning.com/0070073500/12430958419.html
[新品购机赠耳机]荣耀200 Pro 16GB+512GB月影白 5000万雅顾光影主摄 荣耀绿洲护眼屏 第三代骁龙8s 5200mAh青海湖电池 5G智能手机旗舰新款 5000万三主摄写真相机 雅顾专业光影人像模式 荣耀绿洲护眼屏 5200mAh青,¥3379.00, 16GB |512GB |6.78英寸,10+评价,苏选自营,"苏宁服务, ,大聚惠, ,以旧换新",http://imgservice4.suning.cn/uimg1/b2c/image/e24TlK18GnwAhx4wtGORwQ.jpg_400w_400h_4e,http://product.suning.com/0010328208/12432934449.html
